"","course","reqs","subj_area_cd","crs_catlg_no","rqs_seq_num","left_paren_3","left_paren_2","left_paren_1","rqs_subj_area_cd","rqs_crs_catlg_no","right_paren_1","right_paren_2","right_paren_3","lgc_conn_cd"
"3603","E&S SCI 136B","E&S SCI 136A","E&S SCI","136B","10",NA,NA,NA,"E&S SCI","136A",NA,NA,NA,NA
"3604","E&S SCI 136C","E&S SCI 135","E&S SCI","136C","10",NA,NA,NA,"E&S SCI","135",NA,NA,NA,"OR"
"3605","E&S SCI 136C","E&S SCI 136A","E&S SCI","136C","20",NA,NA,NA,"E&S SCI","136A",NA,NA,NA,NA
"3606","E&S SCI 137","E&S SCI 61","E&S SCI","137","10",NA,NA,NA,"E&S SCI","61",NA,NA,NA,"AND"
"3607","E&S SCI 137","E&S SCI 111","E&S SCI","137","20",NA,NA,NA,"E&S SCI","111",NA,NA,NA,NA
"3608","E&S SCI 139","E&S SCI 1","E&S SCI","139","10",NA,NA,NA,"E&S SCI","1",NA,NA,NA,"OR"
"3609","E&S SCI 139","E&S SCI 100","E&S SCI","139","35",NA,NA,NA,"E&S SCI","100",NA,NA,NA,NA
"3610","E&S SCI M140","PHYSICS 131","E&S SCI","140  M","10",NA,NA,NA,"PHYSICS","131",NA,NA,NA,NA
"3611","E&S SCI 141","E&S SCI 103B","E&S SCI","141","10",NA,NA,NA,"E&S SCI","103B",NA,NA,NA,"AND"
"3612","E&S SCI 141","E&S SCI 111","E&S SCI","141","20",NA,NA,NA,"E&S SCI","111",NA,NA,NA,NA
"3613","E&S SCI C141","E&S SCI 103B","E&S SCI","141  C","10",NA,NA,NA,"E&S SCI","103B",NA,NA,NA,"AND"
"3614","E&S SCI C141","E&S SCI 111","E&S SCI","141  C","20",NA,NA,NA,"E&S SCI","111",NA,NA,NA,NA
"3615","E&S SCI 152","PHYSICS 1A","E&S SCI","152","10",NA,NA,"(","PHYSICS","1A",NA,NA,NA,"OR"
"3616","E&S SCI 152","PHYSICS 1AH","E&S SCI","152","20",NA,NA,NA,"PHYSICS","1AH",")",NA,NA,"AND"
"3617","E&S SCI 152","MATH 31A","E&S SCI","152","30",NA,NA,NA,"MATH","31A",NA,NA,NA,"AND"
"3618","E&S SCI 152","MATH 31B","E&S SCI","152","40",NA,NA,NA,"MATH","31B",NA,NA,NA,NA
"3619","E&S SCI 153","MATH 31A","E&S SCI","153","10",NA,NA,NA,"MATH","31A",NA,NA,NA,"AND"
"3620","E&S SCI 153","MATH 31B","E&S SCI","153","20",NA,NA,NA,"MATH","31B",NA,NA,NA,"AND"
"3621","E&S SCI 153","MATH 32A","E&S SCI","153","30",NA,NA,NA,"MATH","32A",NA,NA,NA,"AND"
"3622","E&S SCI 153","PHYSICS 1A","E&S SCI","153","40",NA,NA,NA,"PHYSICS","1A",NA,NA,NA,"AND"
"3623","E&S SCI 153","PHYSICS 1B","E&S SCI","153","50",NA,NA,NA,"PHYSICS","1B",NA,NA,NA,"AND"
"3624","E&S SCI 153","PHYSICS 1C","E&S SCI","153","60",NA,NA,NA,"PHYSICS","1C",NA,NA,NA,NA
"3625","E&S SCI 154","PHYSICS 110A","E&S SCI","154","10",NA,NA,NA,"PHYSICS","110A",NA,NA,NA,NA
"3626","E&S SCI 155","MATH 31A","E&S SCI","155","10",NA,NA,NA,"MATH","31A",NA,NA,NA,"AND"
"3627","E&S SCI 155","MATH 31B","E&S SCI","155","20",NA,NA,NA,"MATH","31B",NA,NA,NA,"AND"
"3628","E&S SCI 155","MATH 32A","E&S SCI","155","30",NA,NA,NA,"MATH","32A",NA,NA,NA,"AND"
"3629","E&S SCI 155","PHYSICS 1A","E&S SCI","155","40",NA,NA,NA,"PHYSICS","1A",NA,NA,NA,"AND"
"3630","E&S SCI 155","PHYSICS 1B","E&S SCI","155","50",NA,NA,NA,"PHYSICS","1B",NA,NA,NA,"AND"
"3631","E&S SCI 155","PHYSICS 1C","E&S SCI","155","60",NA,NA,NA,"PHYSICS","1C",NA,NA,NA,NA
"3632","E&S SCI C160","E&S SCI 61","E&S SCI","160  C","10",NA,NA,NA,"E&S SCI","61",NA,NA,NA,NA
"3633","E&S SCI C162","E&S SCI 150","E&S SCI","162  C","10",NA,NA,NA,"E&S SCI","150",NA,NA,NA,NA
"3634","E&S SCI 184G","E&S SCI 121","E&S SCI","184G","10",NA,NA,NA,"E&S SCI","121",NA,NA,NA,NA
"3635","E&S SCI 195G","E&S SCI 121","E&S SCI","195G","10",NA,NA,NA,"E&S SCI","121",NA,NA,NA,NA
"3636","EC ENGR 2","PHYSICS 1C","EC ENGR","2","10",NA,NA,NA,"PHYSICS","1C",NA,NA,NA,NA
"3637","EC ENGR 2H","PHYSICS 1C","EC ENGR","2H","10",NA,NA,NA,"PHYSICS","1C",NA,NA,NA,NA
"3638","EC ENGR 10","EL ENGR 3","EC ENGR","10","25",NA,NA,"(","EL ENGR","3",NA,NA,NA,"OR"
"3639","EC ENGR 10","COM SCI 1","EC ENGR","10","50",NA,NA,NA,"COM SCI","1",NA,NA,NA,"OR"
"3640","EC ENGR 10","MAT SCI 10","EC ENGR","10","75",NA,NA,NA,"MAT SCI","10",")",NA,NA,"AND"
"3641","EC ENGR 10","MATH 33A","EC ENGR","10","100",NA,NA,NA,"MATH","33A",NA,NA,NA,"AND"
"3642","EC ENGR 10","PHYSICS 1B","EC ENGR","10","112",NA,NA,NA,"PHYSICS","1B",NA,NA,NA,"AND"
"3643","EC ENGR 10","EL ENGR 11L","EC ENGR","10","125",NA,NA,NA,"EL ENGR","11L",NA,NA,NA,"AND"
"3644","EC ENGR 10","MATH 33B","EC ENGR","10","131",NA,NA,NA,"MATH","33B",NA,NA,NA,NA
"3645","EC ENGR 10H","EL ENGR 3","EC ENGR","10H","25",NA,NA,"(","EL ENGR","3",NA,NA,NA,"OR"
"3646","EC ENGR 10H","COM SCI 1","EC ENGR","10H","50",NA,NA,NA,"COM SCI","1",NA,NA,NA,"OR"
"3647","EC ENGR 10H","MAT SCI 10","EC ENGR","10H","75",NA,NA,NA,"MAT SCI","10",")",NA,NA,"AND"
"3648","EC ENGR 10H","MATH 33A","EC ENGR","10H","100",NA,NA,NA,"MATH","33A",NA,NA,NA,"AND"
"3649","EC ENGR 10H","PHYSICS 1B","EC ENGR","10H","112",NA,NA,NA,"PHYSICS","1B",NA,NA,NA,"AND"
"3650","EC ENGR 10H","EL ENGR 11L","EC ENGR","10H","125",NA,NA,NA,"EL ENGR","11L",NA,NA,NA,"AND"
"3651","EC ENGR 10H","MATH 33B","EC ENGR","10H","131",NA,NA,NA,"MATH","33B",NA,NA,NA,NA
"3652","EC ENGR 11L","EL ENGR 10","EC ENGR","11L","25",NA,NA,NA,"EL ENGR","10",NA,NA,NA,NA
"3653","EC ENGR 100","PHYSICS 1C","EC ENGR","100","20",NA,NA,NA,"PHYSICS","1C",NA,NA,NA,"AND"
"3654","EC ENGR 100","MATH 33A","EC ENGR","100","30",NA,NA,NA,"MATH","33A",NA,NA,NA,"AND"
"3655","EC ENGR 100","MATH 33B","EC ENGR","100","40",NA,NA,"(","MATH","33B",NA,NA,NA,"OR"
"3656","EC ENGR 100","MECH&AE 82","EC ENGR","100","65",NA,NA,NA,"MECH&AE","82",")",NA,NA,NA
"3657","EC ENGR 101A","PHYSICS 1C","EC ENGR","101A","20",NA,NA,NA,"PHYSICS","1C",NA,NA,NA,"AND"
"3658","EC ENGR 101A","MATH 32A","EC ENGR","101A","30",NA,"(","(","MATH","32A",NA,NA,NA,"AND"
"3659","EC ENGR 101A","MATH 32B","EC ENGR","101A","40",NA,NA,NA,"MATH","32B",")",NA,NA,"OR"
"3660","EC ENGR 101A","MATH 33A","EC ENGR","101A","50",NA,NA,"(","MATH","33A",NA,NA,NA,"AND"
"3661","EC ENGR 101A","MATH 33B","EC ENGR","101A","60",NA,NA,NA,"MATH","33B",")",")",NA,NA
"3662","EC ENGR 101B","EL ENGR 101A","EC ENGR","101B","10",NA,NA,NA,"EL ENGR","101A",NA,NA,NA,NA
"3663","EC ENGR 102","MATH 33A","EC ENGR","102","10",NA,NA,NA,"MATH","33A",NA,NA,NA,"AND"
"3664","EC ENGR 102","MATH 33B","EC ENGR","102","35",NA,NA,NA,"MATH","33B",NA,NA,NA,NA
"3665","EC ENGR 110","EL ENGR M16","EC ENGR","110","10",NA,NA,NA,"EL ENGR","16  M",NA,NA,NA,"AND"
"3666","EC ENGR 110","EL ENGR 10","EC ENGR","110","20",NA,NA,NA,"EL ENGR","10",NA,NA,NA,"AND"
"3667","EC ENGR 110","EL ENGR 102","EC ENGR","110","45",NA,NA,NA,"EL ENGR","102",NA,NA,NA,"AND"
"3668","EC ENGR 110","EL ENGR 111L","EC ENGR","110","70",NA,NA,NA,"EL ENGR","111L",NA,NA,NA,NA
"3669","EC ENGR 110H","EL ENGR M16","EC ENGR","110H","10",NA,NA,NA,"EL ENGR","16  M",NA,NA,NA,"AND"
"3670","EC ENGR 110H","EL ENGR 10","EC ENGR","110H","20",NA,NA,NA,"EL ENGR","10",NA,NA,NA,"AND"
"3671","EC ENGR 110H","EL ENGR 102","EC ENGR","110H","45",NA,NA,NA,"EL ENGR","102",NA,NA,NA,"AND"
"3672","EC ENGR 110H","EL ENGR 111L","EC ENGR","110H","70",NA,NA,NA,"EL ENGR","111L",NA,NA,NA,NA
"3673","EC ENGR 110L","EL ENGR 100","EC ENGR","110L","10",NA,NA,NA,"EL ENGR","100",NA,NA,NA,"OR"
"3674","EC ENGR 110L","EL ENGR 110","EC ENGR","110L","20",NA,NA,NA,"EL ENGR","110",NA,NA,NA,NA
"3675","EC ENGR 111L","EL ENGR 10","EC ENGR","111L","10",NA,NA,NA,"EL ENGR","10",NA,NA,NA,"AND"
"3676","EC ENGR 111L","EL ENGR 11L","EC ENGR","111L","35",NA,NA,NA,"EL ENGR","11L",NA,NA,NA,"AND"
"3677","EC ENGR 111L","EL ENGR 110","EC ENGR","111L","60",NA,NA,NA,"EL ENGR","110",NA,NA,NA,NA
"3678","EC ENGR 112","EL ENGR 110","EC ENGR","112","10",NA,NA,NA,"EL ENGR","110",NA,NA,NA,NA
"3679","EC ENGR 113","EL ENGR 102","EC ENGR","113","10",NA,NA,NA,"EL ENGR","102",NA,NA,NA,NA
"3680","EC ENGR 113DA","EL ENGR 113","EC ENGR","113DA","10",NA,NA,NA,"EL ENGR","113",NA,NA,NA,NA
"3681","EC ENGR 113DB","EL ENGR 113","EC ENGR","113DB","10",NA,NA,NA,"EL ENGR","113",NA,NA,NA,"AND"
"3682","EC ENGR 113DB","EL ENGR 113DA","EC ENGR","113DB","35",NA,NA,NA,"EL ENGR","113DA",NA,NA,NA,NA
"3683","EC ENGR 114","EL ENGR 113","EC ENGR","114","10",NA,NA,NA,"EL ENGR","113",NA,NA,NA,NA
"3684","EC ENGR 115A","EL ENGR 110","EC ENGR","115A","10",NA,NA,NA,"EL ENGR","110",NA,NA,NA,NA
"3685","EC ENGR 115AL","EL ENGR 110L","EC ENGR","115AL","10",NA,NA,"(","EL ENGR","110L",NA,NA,NA,"OR"
"3686","EC ENGR 115AL","EL ENGR 111L","EC ENGR","115AL","15",NA,NA,NA,"EL ENGR","111L",")",NA,NA,"AND"
"3687","EC ENGR 115AL","EL ENGR 115A","EC ENGR","115AL","20",NA,NA,NA,"EL ENGR","115A",NA,NA,NA,NA
"3688","EC ENGR 115B","EL ENGR 115A","EC ENGR","115B","10",NA,NA,NA,"EL ENGR","115A",NA,NA,NA,NA
"3689","EC ENGR 115C","EC ENGR 100","EC ENGR","115C","10",NA,NA,"(","EC ENGR","100",NA,NA,NA,"OR"
"3690","EC ENGR 115C","EC ENGR 115A","EC ENGR","115C","15",NA,NA,NA,"EC ENGR","115A",")",NA,NA,"AND"
"3691","EC ENGR 115C","COM SCI M51A","EC ENGR","115C","20",NA,NA,NA,"COM SCI","51A M",NA,NA,NA,NA
"3692","EC ENGR 115E","EL ENGR 115B","EC ENGR","115E","10",NA,NA,NA,"EL ENGR","115B",NA,NA,NA,NA
"3693","EC ENGR M116C","COM SCI 33","EC ENGR","116C M","10",NA,NA,NA,"COM SCI","33",NA,NA,NA,"AND"
"3694","EC ENGR M116C","EL ENGR M16","EC ENGR","116C M","20",NA,NA,NA,"EL ENGR","16  M",NA,NA,NA,NA
"3695","EC ENGR M116L","EL ENGR M16","EC ENGR","116L M","25",NA,NA,NA,"EL ENGR","16  M",NA,NA,NA,NA
"3696","EC ENGR M119","EL ENGR 131A","EC ENGR","119  M","10",NA,NA,"(","EL ENGR","131A",NA,NA,NA,"OR"
"3697","EC ENGR M119","C&EE 110","EC ENGR","119  M","35",NA,NA,NA,"C&EE","110",NA,NA,NA,"OR"
"3698","EC ENGR M119","MATH 170A","EC ENGR","119  M","60",NA,NA,NA,"MATH","170A",NA,NA,NA,"OR"
"3699","EC ENGR M119","MATH 170E","EC ENGR","119  M","72",NA,NA,NA,"MATH","170E",NA,NA,NA,"OR"
"3700","EC ENGR M119","STATS 100A","EC ENGR","119  M","85",NA,NA,NA,"STATS","100A",")",NA,NA,"AND"
"3701","EC ENGR M119","COM SCI 118","EC ENGR","119  M","110",NA,NA,"(","COM SCI","118",NA,NA,NA,"OR"
"3702","EC ENGR M119","EL ENGR 132B","EC ENGR","119  M","135",NA,NA,NA,"EL ENGR","132B",")",NA,NA,"AND"
"3703","EC ENGR M119","COM SCI 33","EC ENGR","119  M","160",NA,NA,NA,"COM SCI","33",NA,NA,NA,NA
"3704","EC ENGR 121B","EL ENGR 2","EC ENGR","121B","10",NA,NA,NA,"EL ENGR","2",NA,NA,NA,NA
"3705","EC ENGR 121DA","EL ENGR 121B","EC ENGR","121DA","35",NA,NA,NA,"EL ENGR","121B",NA,NA,NA,NA
"3706","EC ENGR 121DB","EL ENGR 121B","EC ENGR","121DB","10",NA,NA,NA,"EL ENGR","121B",NA,NA,NA,"AND"
"3707","EC ENGR 121DB","EL ENGR 121DA","EC ENGR","121DB","35",NA,NA,NA,"EL ENGR","121DA",NA,NA,NA,NA
"3708","EC ENGR 123A","EL ENGR 2","EC ENGR","123A","10",NA,NA,NA,"EL ENGR","2",NA,NA,NA,"OR"
"3709","EC ENGR 123A","PHYSICS 1C","EC ENGR","123A","20",NA,NA,NA,"PHYSICS","1C",NA,NA,NA,NA
"3710","EC ENGR 123B","EL ENGR 123A","EC ENGR","123B","10",NA,NA,NA,"EL ENGR","123A",NA,NA,NA,NA
"3711","EC ENGR 128","PHYSICS 1C","EC ENGR","128","30",NA,NA,NA,"PHYSICS","1C",NA,NA,NA,NA
"3712","EC ENGR 131A","EL ENGR 102","EC ENGR","131A","10",NA,NA,NA,"EL ENGR","102",NA,NA,NA,"AND"
"3713","EC ENGR 131A","MATH 32B","EC ENGR","131A","20",NA,NA,NA,"MATH","32B",NA,NA,NA,"AND"
"3714","EC ENGR 131A","MATH 33B","EC ENGR","131A","30",NA,NA,NA,"MATH","33B",NA,NA,NA,NA
"3715","EC ENGR 131B","EL ENGR 131A","EC ENGR","131B","10",NA,NA,NA,"EL ENGR","131A",NA,NA,NA,NA
"3716","EC ENGR 132A","EL ENGR 102","EC ENGR","132A","10",NA,NA,NA,"EL ENGR","102",NA,NA,NA,"AND"
"3717","EC ENGR 132A","EL ENGR 113","EC ENGR","132A","20",NA,NA,NA,"EL ENGR","113",NA,NA,NA,"AND"
"3718","EC ENGR 132A","EL ENGR 131A","EC ENGR","132A","30",NA,NA,NA,"EL ENGR","131A",NA,NA,NA,NA
"3719","EC ENGR 132B","EL ENGR 131A","EC ENGR","132B","10",NA,NA,NA,"EL ENGR","131A",NA,NA,NA,NA
"3720","EC ENGR 133A","EL ENGR 131A","EC ENGR","133A","10",NA,NA,NA,"EL ENGR","131A",NA,NA,NA,"AND"
"3721","EC ENGR 133A","COM SCI 31","EC ENGR","133A","20",NA,NA,"(","COM SCI","31",NA,NA,NA,"OR"
"3722","EC ENGR 133A","C&EE M20","EC ENGR","133A","30",NA,NA,NA,"C&EE","20  M",")",NA,NA,NA
"3723","EC ENGR 133B","EL ENGR 133A","EC ENGR","133B","10",NA,NA,NA,"EL ENGR","133A",NA,NA,NA,NA
"3724","EC ENGR 141","EL ENGR 102","EC ENGR","141","10",NA,NA,NA,"EL ENGR","102",NA,NA,NA,NA
"3725","EC ENGR 142","EL ENGR 102","EC ENGR","142","10",NA,NA,NA,"EL ENGR","102",NA,NA,NA,NA
"3726","EC ENGR C143A","EC ENGR 131A","EC ENGR","143A C","10",NA,NA,NA,"EC ENGR","131A",NA,NA,NA,"AND"
"3727","EC ENGR C143A","MATH 33A","EC ENGR","143A C","35",NA,NA,NA,"MATH","33A",NA,NA,NA,NA
"3728","EC ENGR M146","EL ENGR 131A","EC ENGR","146  M","10",NA,NA,"(","EL ENGR","131A",NA,NA,NA,"OR"
"3729","EC ENGR M146","C&EE 110","EC ENGR","146  M","35",NA,NA,NA,"C&EE","110",NA,NA,NA,"OR"
"3730","EC ENGR M146","MATH 170A","EC ENGR","146  M","60",NA,NA,NA,"MATH","170A",NA,NA,NA,"OR"
"3731","EC ENGR M146","MATH 170E","EC ENGR","146  M","72",NA,NA,NA,"MATH","170E",NA,NA,NA,"OR"
"3732","EC ENGR M146","STATS 100A","EC ENGR","146  M","85",NA,NA,NA,"STATS","100A",")",NA,NA,"AND"
"3733","EC ENGR M146","COM SCI 33","EC ENGR","146  M","160",NA,NA,NA,"COM SCI","33",NA,NA,NA,NA
"3734","EC ENGR C147","EC ENGR 131A","EC ENGR","147  C","10",NA,NA,NA,"EC ENGR","131A",NA,NA,NA,"AND"
"3735","EC ENGR C147","EC ENGR 133A","EC ENGR","147  C","22",NA,NA,"(","EC ENGR","133A",NA,NA,NA,"OR"
"3736","EC ENGR C147","EC ENGR 205A","EC ENGR","147  C","35",NA,NA,NA,"EC ENGR","205A",")",NA,NA,"AND"
"3737","EC ENGR C147","EC ENGR M146","EC ENGR","147  C","60",NA,NA,NA,"EC ENGR","146  M",NA,NA,NA,NA
"3738","EC ENGR M153","CHEM 20A","EC ENGR","153  M","10",NA,NA,NA,"CHEM","20A",NA,NA,NA,"AND"
"3739","EC ENGR M153","PHYSICS 1A","EC ENGR","153  M","35",NA,NA,NA,"PHYSICS","1A",NA,NA,NA,"AND"
"3740","EC ENGR M153","PHYSICS 1B","EC ENGR","153  M","60",NA,NA,NA,"PHYSICS","1B",NA,NA,NA,"AND"
"3741","EC ENGR M153","PHYSICS 1C","EC ENGR","153  M","85",NA,NA,NA,"PHYSICS","1C",NA,NA,NA,"AND"
"3742","EC ENGR M153","PHYSICS 4AL","EC ENGR","153  M","110",NA,NA,NA,"PHYSICS","4AL",NA,NA,NA,"AND"
"3743","EC ENGR M153","PHYSICS 4BL","EC ENGR","153  M","135",NA,NA,NA,"PHYSICS","4BL",NA,NA,NA,NA
"3744","EC ENGR 162A","EL ENGR 101B","EC ENGR","162A","10",NA,NA,NA,"EL ENGR","101B",NA,NA,NA,NA
"3745","EC ENGR 163A","EL ENGR 101B","EC ENGR","163A","10",NA,NA,NA,"EL ENGR","101B",NA,NA,NA,NA
"3746","EC ENGR 163C","EL ENGR 101B","EC ENGR","163C","10",NA,NA,NA,"EL ENGR","101B",NA,NA,NA,NA
"3747","EC ENGR 163DA","EL ENGR 101A","EC ENGR","163DA","10",NA,NA,NA,"EL ENGR","101A",NA,NA,NA,"AND"
"3748","EC ENGR 163DA","EL ENGR 101B","EC ENGR","163DA","35",NA,NA,NA,"EL ENGR","101B",NA,NA,NA,NA
"3749","EC ENGR 163DB","EL ENGR 101A","EC ENGR","163DB","10",NA,NA,NA,"EL ENGR","101A",NA,NA,NA,"AND"
"3750","EC ENGR 163DB","EL ENGR 101B","EC ENGR","163DB","35",NA,NA,NA,"EL ENGR","101B",NA,NA,NA,"AND"
"3751","EC ENGR 163DB","EL ENGR 163DA","EC ENGR","163DB","60",NA,NA,NA,"EL ENGR","163DA",NA,NA,NA,NA
"3752","EC ENGR 164DA","EL ENGR 115B","EC ENGR","164DA","10",NA,NA,NA,"EL ENGR","115B",NA,NA,NA,NA
"3753","EC ENGR 164DB","EL ENGR 164DA","EC ENGR","164DB","25",NA,NA,NA,"EL ENGR","164DA",NA,NA,NA,NA
"3754","EC ENGR 170A","EL ENGR 2","EC ENGR","170A","10",NA,NA,NA,"EL ENGR","2",NA,NA,NA,"AND"
"3755","EC ENGR 170A","EL ENGR 101A","EC ENGR","170A","35",NA,NA,NA,"EL ENGR","101A",NA,NA,NA,NA
"3756","EC ENGR 170B","EL ENGR 170A","EC ENGR","170B","10",NA,NA,NA,"EL ENGR","170A",NA,NA,NA,NA
"3757","EC ENGR 170C","EL ENGR 101A","EC ENGR","170C","25",NA,NA,NA,"EL ENGR","101A",NA,NA,NA,NA
"3758","EC ENGR 173DA","EL ENGR 101A","EC ENGR","173DA","10",NA,NA,NA,"EL ENGR","101A",NA,NA,NA,NA
"3759","EC ENGR 173DB","EL ENGR 101A","EC ENGR","173DB","10",NA,NA,NA,"EL ENGR","101A",NA,NA,NA,"AND"
"3760","EC ENGR 173DB","EL ENGR 173DA","EC ENGR","173DB","35",NA,NA,NA,"EL ENGR","173DA",NA,NA,NA,NA
"3761","EC ENGR 176","EL ENGR 101A","EC ENGR","176","10",NA,NA,NA,"EL ENGR","101A",NA,NA,NA,NA
"3762","EC ENGR 180DB","EL ENGR 180DA","EC ENGR","180DB","10",NA,NA,NA,"EL ENGR","180DA",NA,NA,NA,NA
"3763","EC ENGR 183DA","EL ENGR 102","EC ENGR","183DA","10",NA,NA,NA,"EL ENGR","102",NA,NA,NA,NA
"3764","EC ENGR 183DB","EL ENGR 183DA","EC ENGR","183DB","10",NA,NA,NA,"EL ENGR","183DA",NA,NA,NA,NA
"3765","EC ENGR 184DA","EL ENGR M16","EC ENGR","184DA","10",NA,NA,NA,"EL ENGR","16  M",NA,NA,NA,"AND"
"3766","EC ENGR 184DA","EL ENGR 110","EC ENGR","184DA","35",NA,NA,NA,"EL ENGR","110",NA,NA,NA,"AND"
"3767","EC ENGR 184DA","EL ENGR 110L","EC ENGR","184DA","60",NA,NA,NA,"EL ENGR","110L",NA,NA,NA,NA
"3768","EC ENGR 184DB","EL ENGR M16","EC ENGR","184DB","25",NA,NA,NA,"EL ENGR","16  M",NA,NA,NA,"AND"
"3769","EC ENGR 184DB","EL ENGR 110","EC ENGR","184DB","50",NA,NA,NA,"EL ENGR","110",NA,NA,NA,"AND"
"3770","EC ENGR 184DB","EL ENGR 110L","EC ENGR","184DB","75",NA,NA,NA,"EL ENGR","110L",NA,NA,NA,"AND"
"3771","EC ENGR 184DB","EL ENGR 184DA","EC ENGR","184DB","100",NA,NA,NA,"EL ENGR","184DA",NA,NA,NA,NA
"3772","EC ENGR M185","EL ENGR 101A","EC ENGR","185  M","10",NA,NA,NA,"EL ENGR","101A",NA,NA,NA,"OR"
"3773","EC ENGR M185","PHYSICS 110A","EC ENGR","185  M","20",NA,NA,NA,"PHYSICS","110A",NA,NA,NA,NA
"3774","EC ENGR 188SA","HNRS 101E","EC ENGR","188SA","10",NA,NA,NA,"HNRS","101E",NA,NA,NA,NA
"3775","EC ENGR 188SB","EC ENGR 188SA","EC ENGR","188SB","10",NA,NA,NA,"EC ENGR","188SA",NA,NA,NA,"AND"
"3776","EC ENGR 188SB","HNRS 101E","EC ENGR","188SB","35",NA,NA,NA,"HNRS","101E",NA,NA,NA,NA
"3777","EC ENGR 188SC","EC ENGR 188SB","EC ENGR","188SC","10",NA,NA,NA,"EC ENGR","188SB",NA,NA,NA,NA
"3778","ECON 2","ECON 1","ECON","2","10",NA,NA,NA,"ECON","1",NA,NA,NA,NA
"3779","ECON 11","ECON 1","ECON","11","10",NA,NA,NA,"ECON","1",NA,NA,NA,"AND"
"3780","ECON 11","ECON 2","ECON","11","20",NA,NA,NA,"ECON","2",NA,NA,NA,"AND"
"3781","ECON 11","MATH 31A","ECON","11","30",NA,NA,NA,"MATH","31A",NA,NA,NA,"AND"
"3782","ECON 11","MATH 31B","ECON","11","60",NA,NA,NA,"MATH","31B",NA,NA,NA,NA
"3783","ECON 41","MATH 31A","ECON","41","10",NA,NA,NA,"MATH","31A",NA,NA,NA,"AND"
"3784","ECON 41","MATH 31B","ECON","41","35",NA,NA,NA,"MATH","31B",NA,NA,NA,NA
"3785","ECON 88A","ECON 1","ECON","88A","10",NA,NA,NA,"ECON","1",NA,NA,NA,NA
"3786","ECON 88B","ECON 2","ECON","88B","10",NA,NA,NA,"ECON","2",NA,NA,NA,NA
"3787","ECON 99","ECON 1","ECON","99","10",NA,NA,NA,"ECON","1",NA,NA,NA,"AND"
"3788","ECON 99","ECON 2","ECON","99","20",NA,NA,NA,"ECON","2",NA,NA,NA,NA
"3789","ECON 101","ECON 11","ECON","101","10",NA,NA,NA,"ECON","11",NA,NA,NA,NA
"3790","ECON 102","ECON 101","ECON","102","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3791","ECON 103","ECON 11","ECON","103","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3792","ECON 103","ECON 41","ECON","103","20",NA,"(",NA,"ECON","41",NA,NA,NA,"OR"
"3793","ECON 103","MATH 170A","ECON","103","30",NA,NA,NA,"MATH","170A",NA,NA,NA,"OR"
"3794","ECON 103","MATH 170E","ECON","103","40",NA,NA,"(","MATH","170E",NA,NA,NA,"AND"
"3795","ECON 103","MATH 170S","ECON","103","65",NA,NA,NA,"MATH","170S",")",NA,NA,"OR"
"3796","ECON 103","STATS 100A","ECON","103","90",NA,NA,NA,"STATS","100A",NA,")",NA,NA
"3797","ECON 103C","ECON M40","ECON","103C","10",NA,NA,NA,"ECON","40  M",NA,NA,NA,"OR"
"3798","ECON 103C","STATS 10","ECON","103C","20",NA,NA,NA,"STATS","10",NA,NA,NA,NA
"3799","ECON 103L","ECON 11","ECON","103L","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3800","ECON 103L","ECON 41","ECON","103L","35",NA,NA,"(","ECON","41",NA,NA,NA,"OR"
"3801","ECON 103L","STATS 100A","ECON","103L","60",NA,NA,NA,"STATS","100A",NA,NA,NA,"OR"
"3802","ECON 103L","MATH 170A","ECON","103L","85",NA,NA,NA,"MATH","170A",")",NA,NA,"AND"
"3803","ECON 103L","ECON 103","ECON","103L","110",NA,NA,NA,"ECON","103",NA,NA,NA,NA
"3804","ECON 104","ECON 11","ECON","104","10",NA,NA,NA,"ECON","11",NA,NA,NA,NA
"3805","ECON 105AH","ECON 101","ECON","105AH","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3806","ECON 105BH","ECON 101","ECON","105BH","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3807","ECON 106","ECON 101","ECON","106","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3808","ECON 106A","ECON 11","ECON","106A","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3809","ECON 106A","ECON 101","ECON","106A","35",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3810","ECON 106A","ECON 102","ECON","106A","60",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3811","ECON 106AL","ECON 11","ECON","106AL","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3812","ECON 106AL","ECON 101","ECON","106AL","35",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3813","ECON 106AL","ECON 102","ECON","106AL","47",NA,NA,NA,"ECON","102",NA,NA,NA,"AND"
"3814","ECON 106AL","ECON 106A","ECON","106AL","60",NA,NA,NA,"ECON","106A",NA,NA,NA,NA
"3815","ECON 106D","ECON 11","ECON","106D","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3816","ECON 106D","ECON 101","ECON","106D","35",NA,NA,NA,"ECON","101",NA,NA,NA,NA
