"","course","reqs","subj_area_cd","crs_catlg_no","rqs_seq_num","left_paren_3","left_paren_2","left_paren_1","rqs_subj_area_cd","rqs_crs_catlg_no","right_paren_1","right_paren_2","right_paren_3","lgc_conn_cd"
"3817","ECON 106DL","ECON 11","ECON","106DL","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3818","ECON 106DL","ECON 101","ECON","106DL","35",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3819","ECON 106DL","ECON 106D","ECON","106DL","60",NA,NA,NA,"ECON","106D",NA,NA,NA,NA
"3820","ECON 106E","ECON 101","ECON","106E","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3821","ECON 106EL","ECON 101","ECON","106EL","10",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3822","ECON 106EL","ECON 106E","ECON","106EL","35",NA,NA,NA,"ECON","106E",NA,NA,NA,NA
"3823","ECON 106F","ECON 102","ECON","106F","10",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3824","ECON 106FB","ECON 102","ECON","106FB","10",NA,NA,NA,"ECON","102",NA,NA,NA,"AND"
"3825","ECON 106FB","ECON 106F","ECON","106FB","35",NA,NA,NA,"ECON","106F",NA,NA,NA,NA
"3826","ECON 106FL","ECON 102","ECON","106FL","10",NA,NA,NA,"ECON","102",NA,NA,NA,"AND"
"3827","ECON 106FL","ECON 106F","ECON","106FL","35",NA,NA,NA,"ECON","106F",NA,NA,NA,NA
"3828","ECON 106G","ECON 101","ECON","106G","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3829","ECON 106GL","ECON 101","ECON","106GL","10",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3830","ECON 106GL","ECON 106G","ECON","106GL","35",NA,NA,NA,"ECON","106G",NA,NA,NA,NA
"3831","ECON 106H","ECON 101","ECON","106H","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3832","ECON 106I","ECON 11","ECON","106I","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3833","ECON 106I","ECON 101","ECON","106I","20",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3834","ECON 106IL","ECON 11","ECON","106IL","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3835","ECON 106IL","ECON 101","ECON","106IL","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3836","ECON 106IL","ECON 106I","ECON","106IL","45",NA,NA,NA,"ECON","106I",NA,NA,NA,NA
"3837","ECON 106M","ECON 11","ECON","106M","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3838","ECON 106M","ECON 101","ECON","106M","35",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3839","ECON 106M","ECON 102","ECON","106M","60",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3840","ECON 106ML","ECON 11","ECON","106ML","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3841","ECON 106ML","ECON 101","ECON","106ML","35",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3842","ECON 106ML","ECON 102","ECON","106ML","60",NA,NA,NA,"ECON","102",NA,NA,NA,"AND"
"3843","ECON 106ML","ECON 106M","ECON","106ML","85",NA,NA,NA,"ECON","106M",NA,NA,NA,NA
"3844","ECON 106P","ECON 101","ECON","106P","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3845","ECON 106PL","ECON 101","ECON","106PL","10",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3846","ECON 106PL","ECON 106P","ECON","106PL","35",NA,NA,NA,"ECON","106P",NA,NA,NA,NA
"3847","ECON 106T","ECON 11","ECON","106T","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3848","ECON 106T","ECON 101","ECON","106T","35",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3849","ECON 106TL","ECON 11","ECON","106TL","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3850","ECON 106TL","ECON 101","ECON","106TL","35",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3851","ECON 106TL","ECON 106T","ECON","106TL","60",NA,NA,NA,"ECON","106T",NA,NA,NA,NA
"3852","ECON 106V","ECON 102","ECON","106V","10",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3853","ECON 106VL","ECON 102","ECON","106VL","10",NA,NA,NA,"ECON","102",NA,NA,NA,"AND"
"3854","ECON 106VL","ECON 106V","ECON","106VL","35",NA,NA,NA,"ECON","106V",NA,NA,NA,NA
"3855","ECON 107","ECON 11","ECON","107","25",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3856","ECON 107","ECON 101","ECON","107","50",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3857","ECON 107","ECON 102","ECON","107","75",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3858","ECON 110","ECON 1","ECON","110","10",NA,NA,NA,"ECON","1",NA,NA,NA,"OR"
"3859","ECON 110","ECON 100","ECON","110","20",NA,NA,NA,"ECON","100",NA,NA,NA,NA
"3860","ECON 111","ECON 11","ECON","111","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3861","ECON 111","ECON 101","ECON","111","35",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3862","ECON 111","ECON 103","ECON","111","60",NA,NA,NA,"ECON","103",NA,NA,NA,NA
"3863","ECON 112","ECON 102","ECON","112","10",NA,NA,NA,"ECON","102",NA,NA,NA,"OR"
"3864","ECON 112","ECON 111","ECON","112","20",NA,NA,NA,"ECON","111",NA,NA,NA,NA
"3865","ECON 113","ECON 11","ECON","113","25",NA,NA,NA,"ECON","11",NA,NA,NA,NA
"3866","ECON 120","ECON 1","ECON","120","10",NA,NA,NA,"ECON","1",NA,NA,NA,"OR"
"3867","ECON 120","ECON 100","ECON","120","20",NA,NA,NA,"ECON","100",NA,NA,NA,NA
"3868","ECON 121","ECON 101","ECON","121","10",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3869","ECON 121","ECON 121L","ECON","121","35",NA,NA,NA,"ECON","121L",NA,NA,NA,NA
"3870","ECON 121L","ECON 101","ECON","121L","10",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3871","ECON 121L","ECON 121","ECON","121L","35",NA,NA,NA,"ECON","121",NA,NA,NA,NA
"3872","ECON 122","ECON 102","ECON","122","10",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3873","ECON 122L","ECON 102","ECON","122L","10",NA,NA,NA,"ECON","102",NA,NA,NA,"AND"
"3874","ECON 122L","ECON 122","ECON","122L","35",NA,NA,NA,"ECON","122",NA,NA,NA,NA
"3875","ECON 123","ECON 103","ECON","123","10",NA,NA,NA,"ECON","103",NA,NA,NA,"AND"
"3876","ECON 123","ECON 122","ECON","123","35",NA,NA,NA,"ECON","122",NA,NA,NA,NA
"3877","ECON C126A","ECON 11","ECON","126A C","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3878","ECON C126A","ECON 101","ECON","126A C","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3879","ECON C126A","ECON 102","ECON","126A C","30",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3880","ECON C126B","ECON 11","ECON","126B C","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3881","ECON C126B","ECON 101","ECON","126B C","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3882","ECON C126B","ECON 102","ECON","126B C","30",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3883","ECON C126C","ECON 11","ECON","126C C","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3884","ECON C126C","ECON 101","ECON","126C C","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3885","ECON C126C","ECON 102","ECON","126C C","30",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3886","ECON 130","ECON 11","ECON","130","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3887","ECON 130","ECON 101","ECON","130","35",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3888","ECON 130","ECON 103","ECON","130","60",NA,NA,NA,"ECON","103",NA,NA,NA,NA
"3889","ECON 130L","ECON 11","ECON","130L","25",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3890","ECON 130L","ECON 101","ECON","130L","50",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3891","ECON 130L","ECON 130","ECON","130L","75",NA,NA,NA,"ECON","130",NA,NA,NA,NA
"3892","ECON 131","ECON 11","ECON","131","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3893","ECON 131","ECON 101","ECON","131","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3894","ECON 131","ECON 103","ECON","131","30",NA,NA,NA,"ECON","103",NA,NA,NA,NA
"3895","ECON 131L","ECON 11","ECON","131L","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3896","ECON 131L","ECON 101","ECON","131L","35",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3897","ECON 131L","ECON 103","ECON","131L","60",NA,NA,NA,"ECON","103",NA,NA,NA,"AND"
"3898","ECON 131L","ECON 131","ECON","131L","85",NA,NA,NA,"ECON","131",NA,NA,NA,NA
"3899","ECON 132","ECON 11","ECON","132","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3900","ECON 132","ECON 101","ECON","132","35",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3901","ECON 133","ECON 101","ECON","133","10",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3902","ECON 133","ECON 130","ECON","133","20",NA,NA,NA,"ECON","130",NA,NA,NA,NA
"3903","ECON 134","ECON 41","ECON","134","10",NA,NA,"(","ECON","41",NA,NA,NA,"OR"
"3904","ECON 134","STATS 12","ECON","134","20",NA,NA,NA,"STATS","12",NA,NA,NA,"OR"
"3905","ECON 134","STATS 13","ECON","134","30",NA,NA,NA,"STATS","13",")",NA,NA,"AND"
"3906","ECON 134","ECON 101","ECON","134","40",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3907","ECON M134","ECON 41","ECON","134  M","10",NA,NA,"(","ECON","41",NA,NA,NA,"OR"
"3908","ECON M134","STATS 12","ECON","134  M","20",NA,NA,NA,"STATS","12",NA,NA,NA,"OR"
"3909","ECON M134","STATS 13","ECON","134  M","30",NA,NA,NA,"STATS","13",")",NA,NA,"AND"
"3910","ECON M134","ECON 101","ECON","134  M","40",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3911","ECON 134A","ECON 101","ECON","134A","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3912","ECON M134A","ECON 41","ECON","134A M","10",NA,NA,"(","ECON","41",NA,NA,NA,"OR"
"3913","ECON M134A","STATS 12","ECON","134A M","20",NA,NA,NA,"STATS","12",NA,NA,NA,"OR"
"3914","ECON M134A","STATS 13","ECON","134A M","30",NA,NA,NA,"STATS","13",")",NA,NA,"AND"
"3915","ECON M134A","ECON 101","ECON","134A M","40",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3916","ECON 134B","ECON 134A","ECON","134B","10",NA,NA,NA,"ECON","134A",NA,NA,NA,NA
"3917","ECON M135","ECON 11","ECON","135  M","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3918","ECON M135","POL SCI 6","ECON","135  M","20",NA,NA,"(","POL SCI","6",NA,NA,NA,"OR"
"3919","ECON M135","POL SCI 10","ECON","135  M","30",NA,NA,NA,"POL SCI","10",NA,NA,NA,"OR"
"3920","ECON M135","POL SCI 20","ECON","135  M","40",NA,NA,NA,"POL SCI","20",NA,NA,NA,"OR"
"3921","ECON M135","POL SCI 30","ECON","135  M","50",NA,NA,NA,"POL SCI","30",NA,NA,NA,"OR"
"3922","ECON M135","POL SCI 40","ECON","135  M","60",NA,NA,NA,"POL SCI","40",NA,NA,NA,"OR"
"3923","ECON M135","POL SCI 50","ECON","135  M","70",NA,NA,NA,"POL SCI","50",")",NA,NA,NA
"3924","ECON M136","ECON 11","ECON","136  M","10",NA,NA,NA,"ECON","11",NA,NA,NA,NA
"3925","ECON 137","ECON 11","ECON","137","10",NA,NA,NA,"ECON","11",NA,NA,NA,NA
"3926","ECON 139","ECON 102","ECON","139","10",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3927","ECON 140","ECON 101","ECON","140","10",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3928","ECON 140","ECON 103","ECON","140","20",NA,NA,NA,"ECON","103",NA,NA,NA,"AND"
"3929","ECON 140","MATH 33A","ECON","140","30",NA,NA,"(","MATH","33A",NA,NA,NA,"OR"
"3930","ECON 140","MATH 115A","ECON","140","40",NA,NA,NA,"MATH","115A",")",NA,NA,NA
"3931","ECON 141","ECON 11","ECON","141","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3932","ECON 141","MATH 32A","ECON","141","35",NA,NA,NA,"MATH","32A",NA,NA,NA,"AND"
"3933","ECON 141","MATH 170A","ECON","141","60",NA,NA,"(","MATH","170A",NA,NA,NA,"OR"
"3934","ECON 141","STATS 100A","ECON","141","85",NA,NA,NA,"STATS","100A",")",NA,NA,NA
"3935","ECON 141A","ECON 11","ECON","141A","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3936","ECON 141A","MATH 33A","ECON","141A","20",NA,NA,NA,"MATH","33A",NA,NA,NA,"AND"
"3937","ECON 141A","STATS 100A","ECON","141A","30",NA,NA,"(","STATS","100A",NA,NA,NA,"OR"
"3938","ECON 141A","MATH 170A","ECON","141A","40",NA,NA,NA,"MATH","170A",")",NA,NA,NA
"3939","ECON 141B","ECON 141A","ECON","141B","10",NA,NA,NA,"ECON","141A",NA,NA,NA,NA
"3940","ECON 141C","ECON 141B","ECON","141C","10",NA,NA,NA,"ECON","141B",NA,NA,NA,NA
"3941","ECON 142","ECON 101","ECON","142","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3942","ECON 143","ECON 103","ECON","143","10",NA,NA,NA,"ECON","103",NA,NA,NA,NA
"3943","ECON 144","ECON 101","ECON","144","25",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3944","ECON 144","ECON 103","ECON","144","50",NA,NA,NA,"ECON","103",NA,NA,NA,"AND"
"3945","ECON 144","ECON 103L","ECON","144","75",NA,NA,NA,"ECON","103L",NA,NA,NA,NA
"3946","ECON 145","ECON 101","ECON","145","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3947","ECON 145A","ECON 101","ECON","145A","10",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3948","ECON 145A","ECON 103","ECON","145A","20",NA,NA,NA,"ECON","103",NA,NA,NA,"AND"
"3949","ECON 145A","MATH 33A","ECON","145A","30",NA,NA,"(","MATH","33A",NA,NA,NA,"OR"
"3950","ECON 145A","MATH 115A","ECON","145A","40",NA,NA,NA,"MATH","115A",")",NA,NA,NA
"3951","ECON 145B","ECON 101","ECON","145B","10",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3952","ECON 145B","MATH 32A","ECON","145B","20",NA,NA,NA,"MATH","32A",NA,NA,NA,"AND"
"3953","ECON 145B","MATH 33A","ECON","145B","30",NA,NA,NA,"MATH","33A",NA,NA,NA,"AND"
"3954","ECON 145B","MATH 33B","ECON","145B","40",NA,NA,NA,"MATH","33B",NA,NA,NA,NA
"3955","ECON C146A","ECON 11","ECON","146A C","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3956","ECON C146A","ECON 101","ECON","146A C","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3957","ECON C146A","ECON 102","ECON","146A C","30",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3958","ECON C146B","ECON 11","ECON","146B C","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3959","ECON C146B","ECON 101","ECON","146B C","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3960","ECON C146B","ECON 102","ECON","146B C","30",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3961","ECON C146C","ECON 11","ECON","146C C","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3962","ECON C146C","ECON 101","ECON","146C C","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3963","ECON C146C","ECON 102","ECON","146C C","30",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3964","ECON 147","ECON 41","ECON","147","10",NA,NA,NA,"ECON","41",NA,NA,NA,"AND"
"3965","ECON 147","ECON 101","ECON","147","35",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3966","ECON 147","ECON 103","ECON","147","60",NA,NA,NA,"ECON","103",NA,NA,NA,"AND"
"3967","ECON 147","ECON 147L","ECON","147","85",NA,NA,NA,"ECON","147L",NA,NA,NA,NA
"3968","ECON 147A","ECON 103","ECON","147A","10",NA,NA,NA,"ECON","103",NA,NA,NA,"AND"
"3969","ECON 147A","MATH 115A","ECON","147A","20",NA,NA,NA,"MATH","115A",NA,NA,NA,NA
"3970","ECON 147B","ECON 147A","ECON","147B","10",NA,NA,NA,"ECON","147A",NA,NA,NA,NA
"3971","ECON 147L","ECON 41","ECON","147L","35",NA,NA,NA,"ECON","41",NA,NA,NA,"AND"
"3972","ECON 147L","ECON 101","ECON","147L","47",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3973","ECON 147L","ECON 103","ECON","147L","60",NA,NA,NA,"ECON","103",NA,NA,NA,"AND"
"3974","ECON 147L","ECON 147","ECON","147L","110",NA,NA,NA,"ECON","147",NA,NA,NA,NA
"3975","ECON 148","ECON 101","ECON","148","25",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"3976","ECON 149","ECON 101","ECON","149","10",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3977","ECON 149","ECON 103","ECON","149","20",NA,NA,NA,"ECON","103",NA,NA,NA,"AND"
"3978","ECON 149","MATH 33A","ECON","149","30",NA,NA,"(","MATH","33A",NA,NA,NA,"OR"
"3979","ECON 149","MATH 115A","ECON","149","40",NA,NA,NA,"MATH","115A",")",NA,NA,NA
"3980","ECON 150","ECON 11","ECON","150","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3981","ECON 150","ECON 101","ECON","150","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3982","ECON 150","ECON 103","ECON","150","45",NA,NA,NA,"ECON","103",NA,NA,NA,NA
"3983","ECON 150L","ECON 11","ECON","150L","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3984","ECON 150L","ECON 101","ECON","150L","35",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3985","ECON 150L","ECON 103","ECON","150L","60",NA,NA,NA,"ECON","103",NA,NA,NA,"AND"
"3986","ECON 150L","ECON 150","ECON","150L","85",NA,NA,NA,"ECON","150",NA,NA,NA,NA
"3987","ECON 151","ECON 101","ECON","151","10",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3988","ECON 151","ECON 150","ECON","151","35",NA,NA,NA,"ECON","150",NA,NA,NA,NA
"3989","ECON C156B","ECON 11","ECON","156B C","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3990","ECON C156B","ECON 101","ECON","156B C","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3991","ECON C156B","ECON 102","ECON","156B C","30",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3992","ECON C156C","ECON 11","ECON","156C C","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"3993","ECON C156C","ECON 101","ECON","156C C","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"3994","ECON C156C","ECON 102","ECON","156C C","30",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3995","ECON M158","ECON 1","ECON","158  M","10",NA,NA,NA,"ECON","1",NA,NA,NA,"OR"
"3996","ECON M158","ECON 5","ECON","158  M","20",NA,NA,NA,"ECON","5",NA,NA,NA,"OR"
"3997","ECON M158","ECON 100","ECON","158  M","30",NA,NA,NA,"ECON","100",NA,NA,NA,NA
"3998","ECON 160","ECON 102","ECON","160","10",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"3999","ECON 161","ECON 101","ECON","161","10",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"4000","ECON 161","ECON 160","ECON","161","20",NA,NA,NA,"ECON","160",NA,NA,NA,NA
"4001","ECON 164","ECON 102","ECON","164","10",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"4002","ECON 164L","ECON 102","ECON","164L","25",NA,NA,NA,"ECON","102",NA,NA,NA,"AND"
"4003","ECON 164L","ECON 164","ECON","164L","50",NA,NA,NA,"ECON","164",NA,NA,NA,NA
"4004","ECON 165","ECON 102","ECON","165","25",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"4005","ECON 165L","ECON 102","ECON","165L","10",NA,NA,NA,"ECON","102",NA,NA,NA,"AND"
"4006","ECON 165L","ECON 165","ECON","165L","35",NA,NA,NA,"ECON","165",NA,NA,NA,NA
"4007","ECON C166A","ECON 102","ECON","166A C","10",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"4008","ECON C166B","ECON 102","ECON","166B C","10",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"4009","ECON C166C","ECON 102","ECON","166C C","10",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"4010","ECON 167","ECON 101","ECON","167","25",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"4011","ECON 167","MGMT 120A","ECON","167","50",NA,NA,NA,"MGMT","120A",NA,NA,NA,NA
"4012","ECON 167A","ECON 102","ECON","167A","10",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"4013","ECON 168","ECON 101","ECON","168","10",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"4014","ECON 168","MGMT 120A","ECON","168","35",NA,NA,NA,"MGMT","120A",NA,NA,NA,NA
"4015","ECON 169","ECON 101","ECON","169","25",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"4016","ECON 169","ECON 168","ECON","169","50",NA,NA,NA,"ECON","168",NA,NA,NA,"AND"
"4017","ECON 169","MGMT 120A","ECON","169","75",NA,NA,NA,"MGMT","120A",NA,NA,NA,NA
"4018","ECON 170","ECON 101","ECON","170","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"4019","ECON 170L","ECON 101","ECON","170L","10",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"4020","ECON 170L","ECON 170","ECON","170L","35",NA,NA,NA,"ECON","170",NA,NA,NA,NA
"4021","ECON 171","ECON 101","ECON","171","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"4022","ECON 172","ECON 11","ECON","172","10",NA,NA,NA,"ECON","11",NA,NA,NA,NA
"4023","ECON 173","ECON 11","ECON","173","10",NA,NA,NA,"ECON","11",NA,NA,NA,NA
"4024","ECON 173B","ECON 173A","ECON","173B","10",NA,NA,NA,"ECON","173A",NA,NA,NA,NA
"4025","ECON 174","ECON 11","ECON","174","25",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"4026","ECON 174","ECON 41","ECON","174","50",NA,NA,NA,"ECON","41",NA,NA,NA,"AND"
"4027","ECON 174","ECON 101","ECON","174","75",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"4028","ECON 175","ECON 11","ECON","175","10",NA,NA,NA,"ECON","11",NA,NA,NA,NA
"4029","ECON 176","ECON 101","ECON","176","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"4030","ECON C176A","ECON 11","ECON","176A C","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"4031","ECON C176A","ECON 101","ECON","176A C","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"4032","ECON C176A","ECON 102","ECON","176A C","30",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"4033","ECON C176B","ECON 11","ECON","176B C","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"4034","ECON C176B","ECON 101","ECON","176B C","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"4035","ECON C176B","ECON 102","ECON","176B C","30",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"4036","ECON C176C","ECON 11","ECON","176C C","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"4037","ECON C176C","ECON 101","ECON","176C C","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"4038","ECON C176C","ECON 102","ECON","176C C","30",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"4039","ECON 177","ECON 101","ECON","177","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"4040","ECON 180","ECON 101","ECON","180","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"4041","ECON 181","ECON 11","ECON","181","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"4042","ECON 181","ECON 103","ECON","181","35",NA,NA,NA,"ECON","103",NA,NA,NA,NA
"4043","ECON 181A","ECON 11","ECON","181A","10",NA,NA,NA,"ECON","11",NA,NA,NA,NA
"4044","ECON 181B","ECON 11","ECON","181B","10",NA,NA,NA,"ECON","11",NA,NA,NA,NA
"4045","ECON 181L","ECON 11","ECON","181L","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"4046","ECON 181L","ECON 103","ECON","181L","35",NA,NA,NA,"ECON","103",NA,NA,NA,"AND"
"4047","ECON 181L","ECON 181","ECON","181L","60",NA,NA,NA,"ECON","181",NA,NA,NA,NA
"4048","ECON 182","ECON 101","ECON","182","10",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"4049","ECON 183","ECON 11","ECON","183","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"4050","ECON 183","ECON 103","ECON","183","60",NA,NA,NA,"ECON","103",NA,NA,NA,NA
"4051","ECON 183L","ECON 11","ECON","183L","25",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"4052","ECON 183L","ECON 183","ECON","183L","50",NA,NA,NA,"ECON","183",NA,NA,NA,NA
"4053","ECON C186A","ECON 11","ECON","186A C","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"4054","ECON C186A","ECON 101","ECON","186A C","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"4055","ECON C186A","ECON 102","ECON","186A C","30",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"4056","ECON C186B","ECON 11","ECON","186B C","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"4057","ECON C186B","ECON 101","ECON","186B C","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"4058","ECON C186B","ECON 102","ECON","186B C","30",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"4059","ECON C186C","ECON 11","ECON","186C C","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"4060","ECON C186C","ECON 101","ECON","186C C","20",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"4061","ECON C186C","ECON 102","ECON","186C C","30",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"4062","ECON 187","ECON 11","ECON","187","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"4063","ECON 187","ECON 101","ECON","187","20",NA,NA,NA,"ECON","101",NA,NA,NA,NA
"4064","ECON 188B","ECON 11","ECON","188B","10",NA,NA,NA,"ECON","11",NA,NA,NA,"AND"
"4065","ECON 188B","ECON 101","ECON","188B","35",NA,NA,NA,"ECON","101",NA,NA,NA,"AND"
"4066","ECON 188B","ECON 102","ECON","188B","60",NA,NA,NA,"ECON","102",NA,NA,NA,NA
"4067","ECON 188C","ECON 11","ECON","188C","10",NA,NA,NA,"ECON","11",NA,NA,NA,NA
"4068","ECON 188D","ECON 11","ECON","188D","10",NA,NA,NA,"ECON","11",NA,NA,NA,NA
